Jan 28 16:48:27.967 INFO Lighthouse started                      version: Lighthouse/v1.1.0-e4b6213
Jan 28 17:03:41.001 INFO Syncing                                 est_time: 1 hr 18 mins, speed: 73.33 slots/sec, distance: 343488 slots (6 weeks 5 days), peers: 49, service: slot_notifier
Jan 28 17:03:41.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2968, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:03:53.000 INFO Syncing                                 est_time: 1 hr 17 mins, speed: 73.34 slots/sec, distance: 342529 slots (6 weeks 5 days), peers: 48, service: slot_notifier
Jan 28 17:03:53.000 WARN Syncing eth1 block cache                est_blocks_remaining: 2949, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:04:05.001 INFO Syncing                                 est_time: 1 hr 25 mins, speed: 66.67 slots/sec, distance: 342019 slots (6 weeks 5 days), peers: 50, service: slot_notifier
Jan 28 17:04:05.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2934, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:04:17.000 INFO Syncing                                 est_time: 1 hr 25 mins, speed: 66.67 slots/sec, distance: 341187 slots (6 weeks 5 days), peers: 48, service: slot_notifier
Jan 28 17:04:17.000 WARN Syncing eth1 block cache                est_blocks_remaining: 2921, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:04:29.000 INFO Syncing                                 est_time: 1 hr 25 mins, speed: 66.67 slots/sec, distance: 340292 slots (6 weeks 5 days), peers: 46, service: slot_notifier
Jan 28 17:04:29.000 WARN Syncing eth1 block cache                est_blocks_remaining: 2904, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:04:41.001 INFO Syncing                                 est_time: 1 hr 26 mins, speed: 65.34 slots/sec, distance: 339397 slots (6 weeks 5 days), peers: 47, service: slot_notifier
Jan 28 17:04:41.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2886, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:04:53.001 INFO Syncing                                 est_time: 1 hr 16 mins, speed: 73.36 slots/sec, distance: 338502 slots (6 weeks 5 days), peers: 46, service: slot_notifier
Jan 28 17:04:53.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2870, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:05:05.001 INFO Syncing                                 est_time: 1 hr 16 mins, speed: 73.34 slots/sec, distance: 337671 slots (6 weeks 4 days), peers: 49, service: slot_notifier
Jan 28 17:05:05.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2853, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:05:17.001 INFO Syncing                                 est_time: 1 hr 15 mins, speed: 74.67 slots/sec, distance: 336712 slots (6 weeks 4 days), peers: 49, service: slot_notifier
Jan 28 17:05:17.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2839, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:05:29.001 INFO Syncing                                 est_time: 1 hr 17 mins, speed: 72.00 slots/sec, distance: 335945 slots (6 weeks 4 days), peers: 47, service: slot_notifier
Jan 28 17:05:29.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2817, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:05:41.000 INFO Syncing                                 est_time: 1 hr 19 mins, speed: 70.67 slots/sec, distance: 335114 slots (6 weeks 4 days), peers: 51, service: slot_notifier
Jan 28 17:05:41.000 WARN Syncing eth1 block cache                est_blocks_remaining: 2804, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:05:53.001 INFO Syncing                                 est_time: 1 hr 17 mins, speed: 72.00 slots/sec, distance: 334219 slots (6 weeks 4 days), peers: 51, service: slot_notifier
Jan 28 17:05:53.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2790, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:06:05.001 INFO Syncing                                 est_time: 1 hr 18 mins, speed: 70.67 slots/sec, distance: 333324 slots (6 weeks 4 days), peers: 50, service: slot_notifier
Jan 28 17:06:05.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2778, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:06:17.001 INFO Syncing                                 est_time: 1 hr 15 mins, speed: 73.34 slots/sec, distance: 332429 slots (6 weeks 4 days), peers: 49, service: slot_notifier
Jan 28 17:06:17.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2761, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:06:29.001 INFO Syncing                                 est_time: 1 hr 15 mins, speed: 73.34 slots/sec, distance: 331598 slots (6 weeks 4 days), peers: 50, service: slot_notifier
Jan 28 17:06:29.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2742, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:06:41.001 INFO Syncing                                 est_time: 1 hr 13 mins, speed: 74.67 slots/sec, distance: 330639 slots (6 weeks 3 days), peers: 50, service: slot_notifier
Jan 28 17:06:41.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2724, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:06:53.001 INFO Syncing                                 est_time: 1 hr 14 mins, speed: 73.34 slots/sec, distance: 329808 slots (6 weeks 3 days), peers: 49, service: slot_notifier
Jan 28 17:06:53.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2710, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:07:05.001 INFO Syncing                                 est_time: 1 hr 19 mins, speed: 69.33 slots/sec, distance: 329105 slots (6 weeks 3 days), peers: 50, service: slot_notifier
Jan 28 17:07:05.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2695, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:07:17.000 INFO Syncing                                 est_time: 1 hr 23 mins, speed: 65.34 slots/sec, distance: 328466 slots (6 weeks 3 days), peers: 50, service: slot_notifier
Jan 28 17:07:17.000 WARN Syncing eth1 block cache                est_blocks_remaining: 2678, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:07:29.000 INFO Syncing                                 est_time: 1 hr 29 mins, speed: 61.34 slots/sec, distance: 327699 slots (6 weeks 3 days), peers: 48, service: slot_notifier
Jan 28 17:07:29.000 WARN Syncing eth1 block cache                est_blocks_remaining: 2662, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:07:41.001 INFO Syncing                                 est_time: 1 hr 32 mins, speed: 58.67 slots/sec, distance: 326996 slots (6 weeks 3 days), peers: 50, service: slot_notifier
Jan 28 17:07:41.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2644, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:07:53.001 INFO Syncing                                 est_time: 1 hr 30 mins, speed: 60.00 slots/sec, distance: 326229 slots (6 weeks 3 days), peers: 49, service: slot_notifier
Jan 28 17:07:53.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2631, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:08:05.001 INFO Syncing                                 est_time: 1 hr 28 mins, speed: 61.34 slots/sec, distance: 325526 slots (6 weeks 3 days), peers: 51, service: slot_notifier
Jan 28 17:08:05.002 WARN Syncing eth1 block cache                est_blocks_remaining: 2609, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:08:17.000 INFO Syncing                                 est_time: 1 hr 34 mins, speed: 57.31 slots/sec, distance: 324952 slots (6 weeks 3 days), peers: 48, service: slot_notifier
Jan 28 17:08:17.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2599, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:08:29.000 INFO Syncing                                 est_time: 1 hr 41 mins, speed: 53.34 slots/sec, distance: 324440 slots (6 weeks 3 days), peers: 48, service: slot_notifier
Jan 28 17:08:29.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2576, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:08:41.001 INFO Syncing                                 est_time: 1 hr 38 mins, speed: 54.67 slots/sec, distance: 323609 slots (6 weeks 2 days), peers: 50, service: slot_notifier
Jan 28 17:08:41.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2556, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:08:53.000 INFO Syncing                                 est_time: 1 hr 36 mins, speed: 56.00 slots/sec, distance: 322842 slots (6 weeks 2 days), peers: 49, service: slot_notifier
Jan 28 17:08:53.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2538, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:09:05.001 INFO Syncing                                 est_time: 1 hr 31 mins, speed: 58.69 slots/sec, distance: 322139 slots (6 weeks 2 days), peers: 52, service: slot_notifier
Jan 28 17:09:05.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2513, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:09:17.001 INFO Syncing                                 est_time: 1 hr 21 mins, speed: 65.33 slots/sec, distance: 321308 slots (6 weeks 2 days), peers: 52, service: slot_notifier
Jan 28 17:09:17.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2502, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:09:29.005 INFO Syncing                                 est_time: 1 hr 20 mins, speed: 66.66 slots/sec, distance: 320413 slots (6 weeks 2 days), peers: 52, service: slot_notifier
Jan 28 17:09:29.005 WARN Syncing eth1 block cache                est_blocks_remaining: 2483, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:09:41.007 INFO Syncing                                 est_time: 1 hr 18 mins, speed: 68.00 slots/sec, distance: 319582 slots (6 weeks 2 days), peers: 50, service: slot_notifier
Jan 28 17:09:41.007 WARN Syncing eth1 block cache                est_blocks_remaining: 2463, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:09:53.001 INFO Syncing                                 est_time: 1 hr 16 mins, speed: 69.33 slots/sec, distance: 318815 slots (6 weeks 2 days), peers: 49, service: slot_notifier
Jan 28 17:09:53.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2446, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:10:05.001 INFO Syncing                                 est_time: 1 hr 16 mins, speed: 69.33 slots/sec, distance: 317984 slots (6 weeks 2 days), peers: 49, service: slot_notifier
Jan 28 17:10:05.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2428, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:10:17.001 INFO Syncing                                 est_time: 1 hr 17 mins, speed: 68.01 slots/sec, distance: 317153 slots (6 weeks 2 days), peers: 51, service: slot_notifier
Jan 28 17:10:17.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2407, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:10:29.000 INFO Syncing                                 est_time: 1 hr 29 mins, speed: 58.67 slots/sec, distance: 316770 slots (6 weeks 1 days), peers: 50, service: slot_notifier
Jan 28 17:10:29.001 WARN Syncing eth1 block cache                est_blocks_remaining: 2391, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:10:41.000 INFO Syncing                                 est_time: 1 hr 41 mins, speed: 52.00 slots/sec, distance: 316323 slots (6 weeks 1 days), peers: 50, service: slot_notifier
Jan 28 17:10:41.000 WARN Syncing eth1 block cache                est_blocks_remaining: 2377, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:10:53.000 INFO Syncing                                 est_time: 1 hr 41 mins, speed: 52.00 slots/sec, distance: 315492 slots (6 weeks 1 days), peers: 50, service: slot_notifier
Jan 28 17:10:53.000 WARN Syncing eth1 block cache                est_blocks_remaining: 2358, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
Jan 28 17:11:05.000 INFO Syncing                                 est_time: 1 hr 40 mins, speed: 52.00 slots/sec, distance: 314661 slots (6 weeks 1 days), peers: 50, service: slot_notifier
Jan 28 17:11:05.000 WARN Syncing eth1 block cache                est_blocks_remaining: 2339, msg: sync can take longer when using remote eth1 nodes, service: slot_notifier
